id,user_id,username,action,target_table,record_id,details,ip_address,created_at
1392,1,Darius,UPDATE,standard_samples,95,"Marked done: Resistor | Code: RSTR.05.25 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:20:11"
1394,1,Darius,UPDATE,standard_samples,94,"Marked done: Resistor | Code: RSTR.05.24 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:20:16"
1398,1,Darius,INSERT,samples,25,"Added: Buffer Solution | Lot: BATCH NO.: 32.5592511 | Condition: Good | Expiry: 2026-11-30 | Period: April 2026",SDP-DP-115,"2026-04-07 23:25:34"
1404,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-08 01:36:40"
1405,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-08 07:51:49"
1406,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-08 07:52:41"
1407,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-08 07:53:11"
1408,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-08 07:53:40"
1409,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-08 08:05:45"
1410,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-08 08:05:53"
1411,2,DuNavarro,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-08 08:14:32"
1412,2,DuNavarro,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-08 08:18:04"
1413,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-08 08:18:55"
1414,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-08 09:08:18"
1415,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-08 09:29:46"
1421,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-08 11:44:40"
1422,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-08 23:31:28"
1423,1,Darius,UPDATE,calibration_report,2935,"Updated: Oscilloscope (New Standard) | Code: OSCP.63 | Status: Not Yet Calibrated",SDP-DP-115,"2026-04-09 00:19:37"
1424,1,Darius,UPDATE,calibration_report,2935,"Updated: Oscilloscope (New Standard) | Code: OSCP.63 | Status: Good",SDP-DP-115,"2026-04-09 00:20:36"
1425,1,Darius,UPDATE,calibration_report,2935,"Marked done: Oscilloscope (New Standard) | Code: OSCP.63 | Cal Date: 2026-04-09 | Next: 2028-04-09",SDP-DP-115,"2026-04-09 00:20:51"
1427,1,Darius,UPDATE,calibration_report,2935,"Updated: Oscilloscope (New Standard) | Code: OSCP.63 | Status: Not Yet Calibrated",SDP-DP-115,"2026-04-09 00:21:13"
1429,1,Darius,UPDATE,calibration_report,2689,"Updated: Current Probe AC/DC | Code: CPAR.02.02 | Status: Not Yet Calibrated",SDP-DP-115,"2026-04-09 00:23:11"
1431,1,Darius,UPDATE,calibration_report,3026,"Updated: Thermohygrometer | Code: THGM.133 | Status: Not Good",SDP-DP-115,"2026-04-09 00:24:49"
1432,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-09 01:06:40"
1433,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-09 01:32:03"
1434,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-09 01:42:17"
1439,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-09 02:22:54"
1441,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-09 02:53:40"
1442,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-09 03:04:25"
1443,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-09 03:35:40"
1444,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-09 05:12:15"
1445,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-09 05:14:42"
1446,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-09 05:15:13"
1447,1,Darius,UPDATE,standard_samples,56,"Updated: Resistor | Code: RSTR.02.01 | Calibrator: SDP | Status: For Disposal",SDP-DP-115,"2026-04-09 05:22:24"
1448,1,Darius,UPDATE,samples,25,"Updated: Buffer Solution | Lot: BATCH NO.: 32.5592511 | Condition: Good | Expiry: 2026-11-30 | Period: April 2026",SDP-DP-115,"2026-04-09 05:23:40"
1449,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-09 05:43:59"
1452,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-09 08:17:53"
1453,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-09 08:17:59"
1454,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-09 08:22:59"
1455,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-09 08:23:55"
1457,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-09 10:22:31"
1458,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-09 23:11:08"
1463,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-09 23:11:21"
1464,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-09 23:11:28"
1465,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-09 23:11:34"
1466,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-09 23:11:48"
1467,1,Darius,UPDATE,calibration_report,2689,"Marked done: Current Probe AC/DC | Code: CPAR.02.02 | Cal Date: 2026-03-09 | Next: 2027-03-09",SDP-DP-115,"2026-04-09 23:14:06"
1469,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 00:07:31"
1470,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 00:07:37"
1471,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-10 00:07:40"
1472,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 00:08:10"
1473,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 00:09:28"
1474,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 00:10:57"
1475,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 00:11:56"
1476,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 00:13:25"
1477,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 00:33:15"
1478,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 00:45:57"
1479,0,Guest,LOGIN,,,"Guest login",SDP-DP-115,"2026-04-10 00:45:59"
1480,0,Guest,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 00:47:46"
1481,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 00:47:53"
1482,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-10 01:01:43"
1483,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 01:03:29"
1484,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 01:04:22"
1485,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-10 01:07:34"
1486,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-10 01:57:45"
1487,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 01:57:52"
1488,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 01:58:10"
1493,1,Darius,INSERT,samples,26,"Added: Buffer Solution | Lot: LOT NO.: 25I114117 | Condition: Good | Expiry: 2027-08-26 | Period: April 2026",SDP-DP-115,"2026-04-10 03:11:25"
1497,1,Darius,INSERT,samples,27,"Added: Ni Plate | Lot: XRFS.117 | Condition: Good | Expiry: 2025-11-13 | Period: April 2026",SDP-DP-115,"2026-04-10 03:13:30"
1499,1,Darius,INSERT,samples,28,"Added: Cu Plate | Lot: XRFS.118 | Condition: Good | Expiry: 2025-11-09 | Period: April 2026",SDP-DP-115,"2026-04-10 03:15:09"
1501,1,Darius,INSERT,samples,29,"Added: Sn foil (9.62 um) | Lot: XRFS.120 | Condition: Good | Expiry: 2026-09-27 | Period: April 2026",SDP-DP-115,"2026-04-10 03:16:42"
1503,1,Darius,INSERT,samples,30,"Added: Sn-Bi foil (17.9um) | Lot: XRFS.121 | Condition: Good | Expiry: 2026-08-26 | Period: April 2026",SDP-DP-115,"2026-04-10 03:18:13"
1504,1,Darius,UPDATE,samples,29,"Updated: Sn foil (9.62 um) | Lot: XRFS.120 | Condition: Good | Expiry: 2026-08-27 | Period: April 2026",SDP-DP-115,"2026-04-10 03:18:30"
1505,1,Darius,UPDATE,calibration_report,2873,"Marked done: Insulation Tester ( Digital ) | Code: ISTR.08 | Cal Date: 2026-04-10 | Next: 2027-04-10",SDP-DP-115,"2026-04-10 03:26:15"
1508,1,Darius,INSERT,samples,31,"Added: Sn- Bi foil (10.75um) | Lot: XRFS.122 | Condition: Good | Expiry: 2027-02-18 | Period: April 2026",SDP-DP-115,"2026-04-10 03:33:45"
1510,1,Darius,INSERT,samples,32,"Added: Sn foil (9.42um) | Lot: XRFS.123 | Condition: Good | Expiry: 2027-02-17 | Period: April 2026",SDP-DP-115,"2026-04-10 03:35:38"
1513,1,Darius,INSERT,samples,33,"Added: EDX-7000 Sample | Lot: EDXS.02 | Condition: Good | Expiry: 2025-11-02 | Period: April 2026",SDP-DP-115,"2026-04-10 03:36:54"
1515,1,Darius,INSERT,samples,34,"Added: EDX-7000 Sample (Cl, Cr, Br Cd, Sb, Hg, Pb) | Lot: EDXS.03 | Condition: Good | Expiry: 2027-04-18 | Period: April 2026",SDP-DP-115,"2026-04-10 03:38:41"
1517,1,Darius,INSERT,samples,35,"Added: Ni foil (0.952um) | Lot: XRFS.124 | Condition: Good | Expiry: 2027-06-17 | Period: April 2026",SDP-DP-115,"2026-04-10 03:43:24"
1519,1,Darius,INSERT,samples,36,"Added: Sn-Bi (10.14µm) | Lot: XRFS.125 | Condition: Good | Expiry: 2027-08-28 | Period: April 2026",SDP-DP-115,"2026-04-10 03:44:43"
1520,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-10 04:21:36"
1521,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 04:24:02"
1522,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 04:24:50"
1523,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 04:30:08"
1524,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 04:31:16"
1525,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 04:31:21"
1526,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-10 05:20:33"
1527,0,Guest,LOGIN,,,"Guest login",SDP-DP-115,"2026-04-10 05:31:53"
1528,0,Guest,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 06:37:27"
1529,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 06:37:36"
1531,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 06:54:15"
1532,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 06:54:24"
1537,1,Darius,INSERT,calibration_report,3186,"Added: zzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-04-10 08:54:58"
1538,1,Darius,UPDATE,calibration_report,3186,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2025-04-10 | Next: 2026-04-10",SDP-DP-115,"2026-04-10 08:55:09"
1540,1,Darius,UPDATE,calibration_report,3186,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2026-04-10 | Next: 2027-04-10",SDP-DP-115,"2026-04-10 08:55:16"
1542,1,Darius,UPDATE,calibration_report,3186,"Updated: zzzzztesttttt | Code: zz | Status: Not Yet Calibrated",SDP-DP-115,"2026-04-10 08:55:30"
1544,1,Darius,UPDATE,calibration_report,2617,"Updated: Bridge Handler  Tester (JA/JB/Thyristor) | Code: DFDT.01 | Status: Good",SDP-DP-115,"2026-04-10 08:56:05"
1545,1,Darius,UPDATE,calibration_report,3186,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2026-04-10 | Next: 2027-04-10",SDP-DP-115,"2026-04-10 08:56:46"
1547,1,Darius,UPDATE,calibration_report,3186,"Updated: zzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-04-10 08:58:34"
1548,1,Darius,UPDATE,calibration_report,3186,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2025-04-09 | Next: 2026-04-09",SDP-DP-115,"2026-04-10 08:58:43"
1550,1,Darius,UPDATE,calibration_report,3186,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2026-04-10 | Next: 2027-04-10",SDP-DP-115,"2026-04-10 09:00:31"
1552,1,Darius,UPDATE,calibration_report,3186,"Updated: zzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-04-10 09:00:44"
1554,1,Darius,UPDATE,calibration_report,3186,"Updated: zzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-04-10 09:02:53"
1555,1,Darius,UPDATE,calibration_report,3186,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2025-04-11 | Next: 2026-04-11",SDP-DP-115,"2026-04-10 09:03:02"
1557,1,Darius,UPDATE,calibration_report,3186,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2026-04-10 | Next: 2027-04-10",SDP-DP-115,"2026-04-10 09:03:09"
1559,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-10 09:33:13"
1560,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 09:40:56"
1564,1,Darius,INSERT,standard_samples,149,"Added: zz | Code: zz | Calibrator: SDP | Status: Good",SDP-DP-115,"2026-04-10 09:47:27"
1566,1,Darius,UPDATE,standard_samples,149,"Updated: aaazz | Code: zz | Calibrator: SDP | Status: Good",SDP-DP-115,"2026-04-10 09:48:29"
1569,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-10 09:52:59"
1570,1,Darius,INSERT,standard_samples,150,"Added: wwwaaazz | Code: zz | Calibrator: SDP | Status: Not Yet Calibrated",SDP-DP-115,"2026-04-10 09:56:29"
1575,1,Darius,UPDATE,standard_samples,150,"Updated: wwwaaazz | Code: zz | Calibrator: SDP | Status: Good",SDP-DP-115,"2026-04-10 10:04:49"
1576,1,Darius,UPDATE,standard_samples,149,"Updated: aaazz | Code: zz | Calibrator: SDP | Status: Not Yet Calibrated",SDP-DP-115,"2026-04-10 10:05:08"
1577,1,Darius,UPDATE,standard_samples,150,"Updated: wwwaaazz | Code: zz | Calibrator: SDP | Status: Not Yet Calibrated",SDP-DP-115,"2026-04-10 10:05:43"
1578,1,Darius,UPDATE,standard_samples,150,"Updated: wwwaaazz | Code: zz | Calibrator: SDP | Status: For Disposal",SDP-DP-115,"2026-04-10 10:05:54"
1580,1,Darius,UPDATE,standard_samples,150,"Updated: wwwaaazz | Code: zz | Calibrator: SDP | Status: Not Yet Calibrated",SDP-DP-115,"2026-04-10 10:06:12"
1582,1,Darius,UPDATE,standard_samples,150,"Updated: wwwaaazz | Code: zz | Calibrator: SDP | Status: For Disposal",SDP-DP-115,"2026-04-10 10:09:58"
1584,1,Darius,UPDATE,standard_samples,150,"Updated: wwwaaazz | Code: zz | Calibrator: SDP | Status: Good",SDP-DP-115,"2026-04-10 10:10:18"
1586,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 10:14:41"
1587,0,Guest,LOGIN,,,"Guest login",SDP-DP-115,"2026-04-10 10:14:43"
1588,0,Guest,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-10 10:15:08"
1589,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 10:15:14"
1590,1,Darius,UPDATE,standard_samples,150,"Updated: wwwaaazz | Code: zz | Calibrator: SDP | Status: Good",SDP-DP-115,"2026-04-10 10:16:21"
1591,1,Darius,UPDATE,standard_samples,150,"Marked done: wwwaaazz | Code: zz | Cal Date: 2025-04-11 | Next: 2026-04-11",SDP-DP-115,"2026-04-10 10:16:35"
1593,1,Darius,UPDATE,standard_samples,149,"Marked done: aaazz | Code: zz | Cal Date: 2026-04-10 | Next: 2027-04-10",SDP-DP-115,"2026-04-10 10:16:43"
1595,1,Darius,UPDATE,standard_samples,150,"Marked done: wwwaaazz | Code: zz | Cal Date: 2026-04-10 | Next: 2027-04-10",SDP-DP-115,"2026-04-10 10:16:56"
1597,1,Darius,UPDATE,standard_samples,150,"Updated: wwwaaazz | Code: zz | Calibrator: SDP | Status: Good",SDP-DP-115,"2026-04-10 10:17:08"
1598,1,Darius,UPDATE,standard_samples,150,"Marked done: wwwaaazz | Code: zz | Cal Date: 2026-04-10 | Next: 2027-04-10",SDP-DP-115,"2026-04-10 10:17:30"
1600,1,Darius,UPDATE,calibration_report,3186,"Updated: zzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-04-10 10:17:46"
1601,1,Darius,UPDATE,calibration_report,3186,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2026-04-10 | Next: 2027-04-10",SDP-DP-115,"2026-04-10 10:17:56"
1603,1,Darius,UPDATE,standard_samples,149,"Updated: aaazz | Code: zz | Calibrator: SDP | Status: Good",SDP-DP-115,"2026-04-10 10:18:05"
1604,1,Darius,UPDATE,standard_samples,149,"Marked done: aaazz | Code: zz | Cal Date: 2025-04-10 | Next: 2026-04-10",SDP-DP-115,"2026-04-10 10:18:24"
1608,1,Darius,ADD,inspection_report,330,"Added inspection: qq — qqq | Result: Not Yet Inspected",SDP-DP-115,"2026-04-10 10:32:56"
1609,1,Darius,DELETE,inspection_report,330,"Deleted inspection: qq — qqq",SDP-DP-115,"2026-04-10 10:33:13"
1610,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-10 10:55:50"
1611,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-10 23:23:59"
1616,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-11 00:18:20"
1619,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-11 00:27:36"
1620,2,DuNavarro,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-11 00:27:47"
1623,2,DuNavarro,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-11 00:32:50"
1624,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-11 00:32:56"
1626,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-11 00:41:29"
1627,5,Kiel-Senpai,LOGIN,,,"Logged in — role: user",SDP-DP-115,"2026-04-11 00:41:39"
1628,5,Kiel-Senpai,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-11 00:42:14"
1629,0,Guest,LOGIN,,,"Guest login",SDP-DP-115,"2026-04-11 00:42:15"
1630,0,Guest,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-11 00:42:27"
