id,user_id,username,action,target_table,record_id,details,ip_address,created_at
953,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-20 01:13:07"
977,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-20 02:23:03"
978,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-20 03:04:21"
1003,1,Darius,UPDATE,calibration_report,3181,"Updated: zzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-03-20 05:09:44"
1004,1,Darius,UPDATE,calibration_report,3181,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2026-03-20 | Next: 2027-03-20",SDP-DP-115,"2026-03-20 05:09:50"
1006,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-20 05:51:03"
1007,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-20 06:04:49"
1011,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-20 06:37:56"
1012,0,Guest,LOGIN,,,"Guest login",SDP-DP-115,"2026-03-20 07:00:54"
1013,0,Guest,LOGOUT,,,"Logged out",SDP-DP-115,"2026-03-20 07:02:04"
1014,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-20 07:02:10"
1016,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-03-20 07:47:42"
1017,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-24 23:18:09"
1018,1,Darius,UPDATE,calibration_report,3159,"Marked done: Wrist Strap Checker | Code: WSCH.18 | Cal Date: 2026-03-20 | Next: 2027-03-20",SDP-DP-115,"2026-03-24 23:19:18"
1020,1,Darius,UPDATE,calibration_report,3148,"Marked done: Wrist Strap Checker | Code: WSCH.05 | Cal Date: 2026-03-20 | Next: 2027-03-20",SDP-DP-115,"2026-03-24 23:19:46"
1022,1,Darius,UPDATE,standard_samples,121,"Marked done: Resistor (Decade Resistance Box) | Code: RSTR.10 | Cal Date: 2026-03-22 | Next: 2027-03-22",SDP-DP-115,"2026-03-24 23:22:59"
1025,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-03-24 23:45:23"
1040,1,Darius,EDIT,inspection_report,67,"Edited BENT.06: No field changes detected",SDP-DP-115,"2026-03-25 00:25:24"
1044,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-03-25 01:09:29"
1073,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-25 02:54:43"
1074,2,DuNavarro,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-25 03:07:33"
1075,2,DuNavarro,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-25 04:22:09"
1076,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-25 06:35:23"
1077,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-03-25 06:38:53"
1078,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-25 06:38:58"
1079,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-03-25 06:39:04"
1080,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-25 07:18:21"
1081,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-03-25 07:19:30"
1082,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-03-25 07:20:41"
1083,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-25 08:28:17"
1084,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-25 09:13:37"
1085,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-25 09:30:05"
1086,1,Darius,UPDATE,calibration_report,2757,"Marked done: D3SB CAPS Tester ( SDK ) | Code: DTCP.02.01 | Cal Date: 2026-03-25 | Next: 2027-03-25",SDP-DP-115,"2026-03-25 09:30:24"
1088,1,Darius,UPDATE,inspection_report,260,"Marked done: Steel Rule | Code: STRL.50 | Result: Missing | Next: 2026-09-01",SDP-DP-115,"2026-03-25 09:55:57"
1090,1,Darius,UPDATE,inspection_report,268,"Marked done: Steel Rule | Code: STRL.101 | Result: Missing | Next: 2026-09-01",SDP-DP-115,"2026-03-25 10:01:35"
1093,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-03-25 10:05:20"
1094,0,Guest,LOGIN,,,"Guest login",SDP-DP-115,"2026-03-25 10:05:38"
1095,0,Guest,LOGOUT,,,"Logged out",SDP-DP-115,"2026-03-25 10:06:32"
1096,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-26 23:14:58"
1097,1,Darius,UPDATE,calibration_report,2684,"Marked done: Counting Balance | Code: CNBL.54 | Cal Date: 2026-03-26 | Next: 2027-03-26",SDP-DP-115,"2026-03-26 23:17:05"
1099,1,Darius,UPDATE,calibration_report,2870,"Marked done: Insulation Voltage Jig | Code: ISJG.19 | Cal Date: 2026-03-25 | Next: 2027-03-25",SDP-DP-115,"2026-03-26 23:18:16"
1116,1,Darius,INSERT,calibration_report,3182,"Added: zzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-03-26 23:51:29"
1117,1,Darius,UPDATE,calibration_report,3181,"Updated: zzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-03-26 23:56:29"
1118,1,Darius,UPDATE,calibration_report,3182,"Updated: zzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-03-26 23:57:16"
1121,1,Darius,DELETE,calibration_report,3181,"Deleted: zzzzztesttttt | Code: zz",SDP-DP-115,"2026-03-26 23:59:41"
1122,1,Darius,DELETE,calibration_report,3182,"Deleted: zzzzztesttttt | Code: zz",SDP-DP-115,"2026-03-26 23:59:41"
1127,1,Darius,INSERT,calibration_report,3183,"Added: zzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-03-27 00:11:37"
1128,1,Darius,UPDATE,calibration_report,3183,"Updated: zzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-03-27 00:14:05"
1129,1,Darius,UPDATE,calibration_report,3183,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2026-03-27 | Next: 2027-03-27",SDP-DP-115,"2026-03-27 00:14:15"
1132,1,Darius,UPDATE,calibration_report,3183,"Updated: zzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-03-27 00:29:42"
1133,1,Darius,UPDATE,calibration_report,3183,"Updated: zzzzztesttttt | Code: zz | Status: Not Yet Calibrated",SDP-DP-115,"2026-03-27 00:29:49"
1134,1,Darius,UPDATE,calibration_report,3183,"Updated: zzzzztesttttt | Code: zz | Status: Missing",SDP-DP-115,"2026-03-27 00:30:20"
1136,1,Darius,UPDATE,calibration_report,3183,"Updated: zzzzztesttttt | Code: zz | Status: Not Yet Calibrated",SDP-DP-115,"2026-03-27 00:30:33"
1139,1,Darius,UPDATE,calibration_report,3183,"Updated: zzzzztesttttt | Code: zz | Status: Not Yet Calibrated",SDP-DP-115,"2026-03-27 00:41:55"
1151,1,Darius,INSERT,calibration_report,3184,"Added: xxxzzzzztesttttt | Code: zz | Status: Not Yet Calibrated",SDP-DP-115,"2026-03-27 00:53:10"
1155,1,Darius,DELETE,exclusion_summary,33,"Bulk deleted exclusion record: AAMC.02.06 — Temperature Recorder (included)",SDP-DP-115,"2026-03-27 00:59:59"
1156,1,Darius,DELETE,exclusion_summary,34,"Bulk deleted exclusion record: AAMC.02.06 — Temperature Recorder (excluded)",SDP-DP-115,"2026-03-27 00:59:59"
1157,1,Darius,DELETE,exclusion_summary,39,"Bulk deleted exclusion record: zz — zzzzztesttttt (included)",SDP-DP-115,"2026-03-27 00:59:59"
1158,1,Darius,DELETE,exclusion_summary,40,"Bulk deleted exclusion record: TERM.07 — Hand Thermometer ( Digital ) (excluded)",SDP-DP-115,"2026-03-27 00:59:59"
1159,1,Darius,DELETE,exclusion_summary,43,"Bulk deleted exclusion record: 22222222 — ZZZZZZZZZZZThermohygrometer (included)",SDP-DP-115,"2026-03-27 00:59:59"
1160,1,Darius,DELETE,exclusion_summary,44,"Bulk deleted exclusion record: STRL.50 — Steel Rule (excluded)",SDP-DP-115,"2026-03-27 00:59:59"
1161,1,Darius,DELETE,exclusion_summary,45,"Bulk deleted exclusion record: STRL.101 — Steel Rule (excluded)",SDP-DP-115,"2026-03-27 00:59:59"
1162,1,Darius,DELETE,exclusion_summary,46,"Bulk deleted exclusion record: zz — zzzzztesttttt (excluded)",SDP-DP-115,"2026-03-27 00:59:59"
1163,1,Darius,DELETE,exclusion_summary,47,"Bulk deleted exclusion record: zz — zzzzztesttttt (excluded)",SDP-DP-115,"2026-03-27 00:59:59"
1164,1,Darius,DELETE,exclusion_summary,48,"Bulk deleted exclusion record: zz — zzzzztesttttt (excluded)",SDP-DP-115,"2026-03-27 00:59:59"
1165,1,Darius,UPDATE,calibration_report,3183,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2026-03-27 | Next: 2027-03-27",SDP-DP-115,"2026-03-27 01:00:08"
1167,1,Darius,UPDATE,calibration_report,3183,"Updated: zzzzztesttttt | Code: zz | Status: Not Yet Calibrated",SDP-DP-115,"2026-03-27 01:00:21"
1168,1,Darius,UPDATE,calibration_report,3183,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2026-03-27 | Next: 2027-03-27",SDP-DP-115,"2026-03-27 01:00:36"
1170,1,Darius,UPDATE,calibration_report,3183,"Updated: zzzzztesttttt | Code: zz | Status: Not Yet Calibrated",SDP-DP-115,"2026-03-27 01:00:57"
1172,1,Darius,UPDATE,calibration_report,3184,"Marked done: xxxzzzzztesttttt | Code: zz | Cal Date: 2026-03-27 | Next: 2027-03-27",SDP-DP-115,"2026-03-27 01:01:18"
1174,1,Darius,UPDATE,calibration_report,3184,"Updated: xxxzzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-03-27 01:01:27"
1175,1,Darius,UPDATE,calibration_report,3184,"Marked done: xxxzzzzztesttttt | Code: zz | Cal Date: 2026-03-25 | Next: 2027-03-25",SDP-DP-115,"2026-03-27 01:01:47"
1177,1,Darius,UPDATE,calibration_report,3184,"Updated: xxxzzzzztesttttt | Code: zz | Status: Good",SDP-DP-115,"2026-03-27 01:02:06"
1178,1,Darius,UPDATE,calibration_report,3184,"Marked done: xxxzzzzztesttttt | Code: zz | Cal Date: 2025-03-27 | Next: 2026-03-27",SDP-DP-115,"2026-03-27 01:02:18"
1180,1,Darius,UPDATE,calibration_report,3184,"Marked done: xxxzzzzztesttttt | Code: zz | Cal Date: 2025-03-25 | Next: 2026-03-25",SDP-DP-115,"2026-03-27 01:02:25"
1182,1,Darius,UPDATE,calibration_report,3184,"Marked done: xxxzzzzztesttttt | Code: zz | Cal Date: 2026-03-27 | Next: 2027-03-27",SDP-DP-115,"2026-03-27 01:02:31"
1190,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-27 02:05:53"
1191,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-27 02:26:59"
1192,1,Darius,UPDATE,calibration_report,3184,"Updated: xxxzzzzztesttttt | Code: zz | Status: Not Yet Calibrated",SDP-DP-115,"2026-03-27 02:28:13"
1193,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-27 04:39:22"
1194,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-27 05:20:20"
1195,1,Darius,UPDATE,calibration_report,3184,"Marked done: xxxzzzzztesttttt | Code: zz | Cal Date: 2026-03-27 | Next: 2027-03-27",SDP-DP-115,"2026-03-27 05:20:40"
1197,1,Darius,UPDATE,calibration_report,3183,"Updated: zzzzztesttttt | Code: zz | Status: Not Yet Calibrated",SDP-DP-115,"2026-03-27 05:20:52"
1198,1,Darius,UPDATE,calibration_report,3183,"Marked done: zzzzztesttttt | Code: zz | Cal Date: 2026-03-27 | Next: 2027-03-27",SDP-DP-115,"2026-03-27 05:20:59"
1200,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-27 05:59:03"
1201,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-27 06:37:57"
1208,1,Darius,UPDATE,calibration_report,2763,"Marked done: Depth Measuring Equipment (Digital) | Code: DDME.02 | Cal Date: 2026-03-27 | Next: 2027-03-27",SDP-DP-115,"2026-03-27 10:46:28"
1210,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-03-27 10:53:57"
1211,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-30 23:53:17"
1212,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-03-31 00:06:33"
1213,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-31 00:26:27"
1214,1,Darius,UPDATE,calibration_report,3006,"Marked done: Temperature Data Logger | Code: TEDL.04 | Cal Date: 2026-03-28 | Next: 2027-03-28",SDP-DP-115,"2026-03-31 00:45:30"
1217,1,Darius,UPDATE,calibration_report,2935,"Updated: Oscilloscope (New Standard) | Code: OSCP.63 | Status: Not Yet Calibrated",SDP-DP-115,"2026-03-31 00:46:44"
1218,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-31 01:17:56"
1219,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-31 02:04:53"
1220,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-31 03:00:01"
1221,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-31 03:02:35"
1223,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-31 04:11:03"
1224,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-03-31 04:38:56"
1226,1,Darius,EDIT,inspection_report,227,"Edited PRES.47.01: Area: """" → ""Calibration Room""",SDP-DP-115,"2026-03-31 05:15:24"
1227,1,Darius,EDIT,inspection_report,227,"Edited PRES.47.01: Inspection Date: ""2026-03-01"" → ""2025-03-01""; Next Inspection: ""2027-03-01"" → ""2026-03-01""",SDP-DP-115,"2026-03-31 05:16:09"
1228,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-03-31 07:04:03"
1229,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-01 01:16:37"
1230,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-01 02:34:03"
1231,0,Guest,LOGIN,,,"Guest login",SDP-DP-115,"2026-04-01 03:04:09"
1232,0,Guest,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-01 03:04:42"
1233,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-01 03:04:49"
1235,1,Darius,UPDATE,users,6,"Role changed: Carlo-Senpai | admin → user",SDP-DP-115,"2026-04-01 03:07:39"
1239,1,Darius,INSERT,samples,24,"Added: Buffer Solution | Lot: BATCH NO.: 32.3821004 | Condition: Good | Expiry: 2026-04-20 | Period: April 2026",SDP-DP-115,"2026-04-01 03:13:30"
1242,1,Darius,INSERT,calibration_report,3185,"Added: Caliper ( Digital ) | Code: CLPR.93 | Status: For Disposal",SDP-DP-115,"2026-04-01 04:27:32"
1243,1,Darius,UPDATE,calibration_report,3163,"Updated: X-ray Spectrometer | Code: XRAY.07 | Status: Good",SDP-DP-115,"2026-04-01 04:30:50"
1244,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-01 05:28:03"
1245,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-01 08:39:57"
1246,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-01 08:40:15"
1247,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-01 08:44:49"
1249,1,Darius,FORCE_CLOSE,,,"Window closed or app exited without logout",SDP-DP-115,"2026-04-01 09:00:15"
1250,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-06 23:49:51"
1251,1,Darius,UPDATE,calibration_report,2971,"Marked done: S1ZB CAPS Tester ( E-1300A ) | Code: ZBCP.05.02 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-06 23:51:25"
1253,1,Darius,UPDATE,calibration_report,2647,"Marked done: Caliper ( Digital ) | Code: CLPR.136 | Cal Date: 2026-04-01 | Next: 2027-04-01",SDP-DP-115,"2026-04-06 23:51:58"
1255,1,Darius,UPDATE,calibration_report,2646,"Marked done: Caliper ( Digital ) | Code: CLPR.135 | Cal Date: 2026-04-01 | Next: 2027-04-01",SDP-DP-115,"2026-04-06 23:52:17"
1257,1,Darius,UPDATE,calibration_report,2645,"Marked done: Caliper ( Digital ) | Code: CLPR.134 | Cal Date: 2026-04-01 | Next: 2027-04-01",SDP-DP-115,"2026-04-06 23:52:57"
1259,1,Darius,UPDATE,calibration_report,2643,"Marked done: Caliper ( Digital ) | Code: CLPR.132 | Cal Date: 2026-04-01 | Next: 2027-04-01",SDP-DP-115,"2026-04-06 23:55:31"
1261,1,Darius,UPDATE,calibration_report,2692,"Marked done: Curve Tracer (Double Image ) | Code: CTDT.20 | Cal Date: 2026-04-01 | Next: 2027-04-01",SDP-DP-115,"2026-04-06 23:55:50"
1263,1,Darius,UPDATE,calibration_report,2657,"Marked done: Chip Selection Tester (D5) | Code: CHST.34.01 | Cal Date: 2026-03-31 | Next: 2027-03-31",SDP-DP-115,"2026-04-06 23:56:22"
1274,1,Darius,UPDATE,calibration_report,2642,"Marked done: Caliper ( Digital ) | Code: CLPR.131 | Cal Date: 2026-04-01 | Next: 2027-04-01",SDP-DP-115,"2026-04-06 23:59:12"
1277,1,Darius,UPDATE,calibration_report,2617,"Updated: Bridge Handler  Tester (JA/JB/Thyristor) | Code: DFDT.01 | Status: Not Yet Calibrated",SDP-DP-115,"2026-04-07 00:00:25"
1278,1,Darius,UPDATE,calibration_report,2617,"Marked done: Bridge Handler  Tester (JA/JB/Thyristor) | Code: DFDT.01 | Cal Date: 2026-04-05 | Next: 2027-04-05",SDP-DP-115,"2026-04-07 00:00:47"
1280,1,Darius,UPDATE,calibration_report,2617,"Updated: Bridge Handler  Tester (JA/JB/Thyristor) | Code: DFDT.01 | Status: Not Yet Calibrated",SDP-DP-115,"2026-04-07 00:01:38"
1281,1,Darius,UPDATE,calibration_report,2617,"Updated: Bridge Handler  Tester (JA/JB/Thyristor) | Code: DFDT.01 | Status: Not Yet Calibrated",SDP-DP-115,"2026-04-07 00:01:58"
1282,1,Darius,UPDATE,calibration_report,2617,"Marked done: Bridge Handler  Tester (JA/JB/Thyristor) | Code: DFDT.01 | Cal Date: 2026-04-05 | Next: 2027-04-05",SDP-DP-115,"2026-04-07 00:02:05"
1284,1,Darius,UPDATE,calibration_report,2617,"Updated: Bridge Handler  Tester (JA/JB/Thyristor) | Code: DFDT.01 | Status: Not Yet Calibrated",SDP-DP-115,"2026-04-07 00:02:28"
1285,1,Darius,UPDATE,standard_samples,53,"Marked done: Load Resistance Box | Code: LRBX.01 | Cal Date: 2026-04-01 | Next: 2027-04-01",SDP-DP-115,"2026-04-07 00:04:02"
1287,1,Darius,UPDATE,inspection_report,59,"Marked done: Analytical Balance | Code: ABLC.03 | Result: Good | Next: 2026-09-01",SDP-DP-115,"2026-04-07 00:05:02"
1289,1,Darius,UPDATE,inspection_report,84,"Marked done: Counting Balance | Code: CNBL.54 | Result: Good | Next: 2026-09-01",SDP-DP-115,"2026-04-07 00:05:30"
1291,1,Darius,UPDATE,inspection_report,318,"Marked done: Weight Sample (50g) | Code: WSAM.35 | Result: Good | Next: 2026-09-01",SDP-DP-115,"2026-04-07 00:06:09"
1300,1,Darius,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-07 01:14:02"
1301,0,Guest,LOGIN,,,"Guest login",SDP-DP-115,"2026-04-07 01:14:04"
1302,0,Guest,LOGOUT,,,"Logged out",SDP-DP-115,"2026-04-07 01:15:16"
1303,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-07 01:15:22"
1305,1,Darius,DELETE,standard_samples,146,"Deleted: zzzzztesttttt | Code: zz",SDP-DP-115,"2026-04-07 02:08:45"
1306,1,Darius,DELETE,standard_samples,148,"Deleted: zzzzztesttttt | Code: zz",SDP-DP-115,"2026-04-07 02:08:52"
1307,1,Darius,DELETE,calibration_report,3183,"Deleted: zzzzztesttttt | Code: zz",SDP-DP-115,"2026-04-07 02:09:07"
1308,1,Darius,DELETE,calibration_report,3184,"Deleted: xxxzzzzztesttttt | Code: zz",SDP-DP-115,"2026-04-07 02:09:16"
1311,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-07 02:59:24"
1312,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-07 03:04:03"
1315,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-07 07:16:40"
1316,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-07 07:38:57"
1334,1,Darius,AUTO_LOGOUT,,,"Session automatically logged out after 30 minutes of inactivity",SDP-DP-115,"2026-04-07 09:38:40"
1335,1,Darius,LOGIN,,,"Logged in — role: super_admin",SDP-DP-115,"2026-04-07 23:09:37"
1336,1,Darius,UPDATE,standard_samples,64,"Marked done: Resistor | Code: RSTR.04.06 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:15:00"
1338,1,Darius,UPDATE,standard_samples,100,"Marked done: Resistor | Code: RSTR.05.30 | Cal Date: 2026-04-08 | Next: 2027-04-08",SDP-DP-115,"2026-04-07 23:15:29"
1340,1,Darius,UPDATE,standard_samples,99,"Marked done: Resistor | Code: RSTR.05.29 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:16:03"
1342,1,Darius,UPDATE,standard_samples,96,"Marked done: Resistor | Code: RSTR.05.26 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:17:53"
1344,1,Darius,UPDATE,standard_samples,65,"Marked done: Resistor | Code: RSTR.04.07 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:18:07"
1346,1,Darius,UPDATE,standard_samples,66,"Marked done: Resistor | Code: RSTR.04.08 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:18:12"
1348,1,Darius,UPDATE,standard_samples,67,"Marked done: Resistor | Code: RSTR.04.09 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:18:19"
1350,1,Darius,UPDATE,standard_samples,68,"Marked done: Resistor | Code: RSTR.04.10 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:18:24"
1352,1,Darius,UPDATE,standard_samples,72,"Marked done: Resistor | Code: RSTR.04.14 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:18:30"
1354,1,Darius,UPDATE,standard_samples,73,"Marked done: Resistor | Code: RSTR.05.01 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:18:35"
1356,1,Darius,UPDATE,standard_samples,74,"Marked done: Resistor | Code: RSTR.05.02 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:18:41"
1358,1,Darius,UPDATE,standard_samples,75,"Marked done: Resistor | Code: RSTR.05.03 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:18:46"
1360,1,Darius,UPDATE,standard_samples,76,"Marked done: Resistor | Code: RSTR.05.04 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:18:51"
1362,1,Darius,UPDATE,standard_samples,77,"Marked done: Resistor | Code: RSTR.05.05 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:18:59"
1364,1,Darius,UPDATE,standard_samples,78,"Marked done: Resistor | Code: RSTR.05.06 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:19:03"
1366,1,Darius,UPDATE,standard_samples,79,"Marked done: Resistor | Code: RSTR.05.07 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:19:07"
1368,1,Darius,UPDATE,standard_samples,80,"Marked done: Resistor | Code: RSTR.05.08 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:19:11"
1370,1,Darius,UPDATE,standard_samples,81,"Marked done: Resistor | Code: RSTR.05.09 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:19:15"
1372,1,Darius,UPDATE,standard_samples,82,"Marked done: Resistor | Code: RSTR.05.10 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:19:20"
1374,1,Darius,UPDATE,standard_samples,83,"Marked done: Resistor | Code: RSTR.05.11 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:19:25"
1376,1,Darius,UPDATE,standard_samples,84,"Marked done: Resistor | Code: RSTR.05.12 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:19:29"
1378,1,Darius,UPDATE,standard_samples,89,"Marked done: Resistor | Code: RSTR.05.17 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:19:34"
1380,1,Darius,UPDATE,standard_samples,87,"Marked done: Resistor | Code: RSTR.05.15 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:19:39"
1382,1,Darius,UPDATE,standard_samples,88,"Marked done: Resistor | Code: RSTR.05.16 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:19:44"
1384,1,Darius,UPDATE,standard_samples,91,"Marked done: Resistor | Code: RSTR.05.19 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:19:48"
1386,1,Darius,UPDATE,standard_samples,90,"Marked done: Resistor | Code: RSTR.05.18 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:19:53"
1388,1,Darius,UPDATE,standard_samples,92,"Marked done: Resistor | Code: RSTR.05.20 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:20:03"
1390,1,Darius,UPDATE,standard_samples,93,"Marked done: Resistor | Code: RSTR.05.23 | Cal Date: 2026-04-06 | Next: 2027-04-06",SDP-DP-115,"2026-04-07 23:20:07"
